8
16
3.8413015452783945,1.1918351156811706
10.84184961736265,2.202790365098627
9.500030649896734,1.7216192116343372
14.342837544008486,7.859951803136852
1.0787336385116841,5.019898697809245
10.835641644684346,11.817098608153879
14.766557404909749,13.821950299316928
8.768667815455421,4.221219111158575
0.0,7.073167877683047,5.683474840955979,12.439696077081182,4.720789364959279,12.720731807196918,16.69973128976379,5.784125323031383
7.073167877683047,0.0,1.4254837145255117,6.652848412413034,10.161423767106784,9.614310247303493,12.264102445534965,2.893464599175258
5.683474840955979,1.4254837145255117,0.0,7.818689507683387,9.044163362240036,10.183445437323662,13.19675401349914,2.6043984436532774
12.439696077081182,6.652848412413034,7.818689507683387,0.0,13.564746737661432,5.287668097818974,5.977036438652158,6.656706675705999
4.720789364959279,10.161423767106784,9.044163362240036,13.564746737661432,0.0,11.891138736979956,16.273679112467953,7.7312985149882705
12.720731807196918,9.614310247303493,10.183445437323662,5.287668097818974,11.891138736979956,0.0,4.4126555516545585,7.872087788102399
16.69973128976379,12.264102445534965,13.19675401349914,5.977036438652158,16.273679112467953,4.4126555516545585,0.0,11.320279098792621
5.784125323031383,2.893464599175258,2.6043984436532774,6.656706675705999,7.7312985149882705,7.872087788102399,11.320279098792621,0.0
True
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
43.468475985869155
GUROBI,0.1660315990447998
