6
12
2.516798512009501,2.559534476660773
0.9082562445337983,4.787123114415467
7.351260943355576,9.090492649105531
10.620139922002542,10.189184344311418
4.977798233883572,3.6728297903139135
0.3758370281550074,5.904719980693855
0.0,2.7476461499453833,8.125604079102033,11.129946051524666,2.7011009026814046,3.9716472818896573
2.7476461499453833,0.0,7.747986764388417,11.113188115758177,4.219339002168255,1.237939003943522
8.125604079102033,7.747986764388417,0.0,3.4485784343921213,5.91476086454764,7.668486571126723
11.129946051524666,11.113188115758177,3.4485784343921213,0.0,8.619680759685316,11.10416033133536
2.7011009026814046,4.219339002168255,5.91476086454764,8.619680759685316,0.0,5.114624205251537
3.9716472818896573,1.237939003943522,7.668486571126723,11.10416033133536,5.114624205251537,0.0
True
0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0
26.42343182177447
GUROBI,0.05978989601135254
