5
10
0.7962740847801131,0.09871529360201303
0.7272711147623212,2.957481628279824
3.9466257808025595,9.937015777403385
2.161159930490185,5.160671250854714
1.8811750232063362,7.175553947835964
0.0,2.859598986948779,10.33038586976294,5.242738929699418,7.159515024375457
2.859598986948779,0.0,7.686230636959641,2.6287034159241207,4.373057091203829
10.33038586976294,7.686230636959641,0.0,5.099152413776543,3.4484428758807444
5.242738929699418,2.6287034159241207,5.099152413776543,0.0,2.034242815128318
7.159515024375457,4.373057091203829,3.4484428758807444,2.034242815128318,0.0
True
0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0
21.022990297509313
GUROBI,0.04150223731994629
