4
8
3.5369932928287664,4.757257709494702
6.737469370685654,2.5963008652850075
4.227168969397514,6.488376787137707
3.334190402932653,7.518459268566418
0.0,3.8617070846286263,1.863629717917885,2.7686392076199255
3.8617070846286263,0.0,4.631399689745308,5.984141632627334
1.863629717917885,4.631399689745308,0.0,1.3632610310252287
2.7686392076199255,5.984141632627334,1.3632610310252287,0.0
True
0.0,1.0,0.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0
12.625007013019088
GUROBI,0.022726058959960938
