4
8
0.2689457525687393,4.460903890235971
6.970749679190386,4.246542896666558
3.034948160822788,5.251736007991272
2.7371746786456788,0.6232554562760066
0.0,6.705231279116731,2.8768358939884857,4.562860893584013
6.705231279116731,0.0,4.062135741582173,5.5723755401919055
2.8768358939884857,4.062135741582173,0.0,4.638049295155704
4.562860893584013,5.5723755401919055,4.638049295155704,0.0
True
0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0
17.07420806934658
GUROBI,0.022751569747924805
