4
8
6.581709450744447,0.7297591025486483
1.2686927326286055,2.932893554011293
6.919132889186769,5.738549967834018
4.214274414581238,3.4725520510735803
0.0,5.7516908868784,5.020143474939377,3.623211532457246
5.7516908868784,0.0,6.308659277157837,2.994608945840246
5.020143474939377,6.308659277157837,0.0,3.528598294848537
3.623211532457246,2.994608945840246,3.528598294848537,0.0
True
0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0
17.295041602506558
GUROBI,0.023518085479736328
