4
8
1.6432078570009185,5.35600023445287
0.8966065222252846,1.826569711410487
5.9415156235888364,5.359529306218238
4.530349475750012,0.731028296892906
0.0,3.607532864725142,4.298309215337763,5.452151148852194
3.607532864725142,0.0,6.158969990149728,3.7952995722622203
4.298309215337763,6.158969990149728,0.0,4.838844024158237
5.452151148852194,3.7952995722622203,4.838844024158237,0.0
True
0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0
16.53998567648336
GUROBI,0.024756669998168945
