10
20
15.484741472199236,0.32275222210467414
11.480257687001101,9.565764705355043
8.722348176402202,7.136100529479917
16.478579236635262,11.304713989102728
11.62221603946453,10.675046190757628
8.381673327848729,7.23770899406321
17.81066979184586,19.203143513068596
12.527419801881814,3.1858499198342205
2.5140895368687644,7.710986102123907
2.7258140050988966,5.8773725830076256
0.0,10.073190663907685,9.599566565457723,11.026839880665097,11.049393337732655,9.91313291655782,19.023120612771198,4.116197260636722,14.92728412985283,13.915604099875978
10.073190663907685,0.0,3.6755044383299036,5.292179411639767,1.1183280322387954,3.875702313860321,11.530532845472987,6.465281213168431,9.156002127754862,9.49971160761167
9.599566565457723,3.6755044383299036,0.0,8.805478887344659,4.575299991989379,0.3555047573688796,15.10665800743226,5.484801724222696,6.234819063691886,6.1272194436659895
11.026839880665097,5.292179411639767,8.805478887344659,0.0,4.897013890025952,9.060927928497096,8.009972171757962,9.029264347337516,14.419495577187638,14.784944580622204
11.049393337732655,1.1183280322387954,4.575299991989379,4.897013890025952,0.0,4.724024139394858,10.536859294124131,7.543702979035395,9.578289022383835,10.107603138408525
9.91313291655782,3.875702313860321,0.3555047573688796,9.060927928497096,4.724024139394858,0.0,15.234093263029346,5.7969626343775555,5.886640023407674,5.817152209627987
19.023120612771198,11.530532845472987,15.10665800743226,8.009972171757962,10.536859294124131,15.234093263029346,0.0,16.866132470377497,19.132565156164663,20.127817690634306
4.116197260636722,6.465281213168431,5.484801724222696,9.029264347337516,7.543702979035395,5.7969626343775555,16.866132470377497,0.0,10.988341115222697,10.16443655309553
14.92728412985283,9.156002127754862,6.234819063691886,14.419495577187638,9.578289022383835,5.886640023407674,19.132565156164663,10.988341115222697,0.0,1.8457967894471279
13.915604099875978,9.49971160761167,6.1272194436659895,14.784944580622204,10.107603138408525,5.817152209627987,20.127817690634306,10.16443655309553,1.8457967894471279,0.0
True
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
56.73607920107183
GUROBI,0.4962000846862793
